Cenario;Provedor;Selecao
FLAT;Amazon AWS;0.244372
FLAT;Google Cloud;0.253079
FLAT;Rackspace;0.248244
FLAT;Microsoft Azure;0.253141
FLAT;Amazon AWS;0.247651
FLAT;Google Cloud;0.250964
FLAT;Rackspace;0.249448
FLAT;Microsoft Azure;0.250965
FLAT;Amazon AWS;0.250119
FLAT;Google Cloud;0.249467
FLAT;Rackspace;0.248747
FLAT;Microsoft Azure;0.251598
FLAT;Amazon AWS;0.252929
FLAT;Google Cloud;0.246726
FLAT;Rackspace;0.25087
FLAT;Microsoft Azure;0.249955
FLAT;Amazon AWS;0.250194
FLAT;Google Cloud;0.248982
FLAT;Rackspace;0.248258
FLAT;Microsoft Azure;0.251841
FLAT;Amazon AWS;0.250341
FLAT;Google Cloud;0.24956
FLAT;Rackspace;0.249997
FLAT;Microsoft Azure;0.249091
FLAT;Amazon AWS;0.253814
FLAT;Google Cloud;0.247098
FLAT;Rackspace;0.245163
FLAT;Microsoft Azure;0.256858
FLAT;Amazon AWS;0.246574
FLAT;Google Cloud;0.251404
FLAT;Rackspace;0.250067
FLAT;Microsoft Azure;0.250476
FLAT;Amazon AWS;0.250502
FLAT;Google Cloud;0.248955
FLAT;Rackspace;0.249509
FLAT;Microsoft Azure;0.250047
FLAT;Amazon AWS;0.252781
FLAT;Google Cloud;0.247663
FLAT;Rackspace;0.250189
FLAT;Microsoft Azure;0.251434
FLAT;Amazon AWS;0.247572
FLAT;Google Cloud;0.250805
FLAT;Rackspace;0.249953
FLAT;Microsoft Azure;0.250032
FLAT;Amazon AWS;0.251684
FLAT;Google Cloud;0.248332
FLAT;Rackspace;0.2458
FLAT;Microsoft Azure;0.260289
FLAT;Amazon AWS;0.234586
FLAT;Google Cloud;0.259325
FLAT;Rackspace;0.250281
FLAT;Microsoft Azure;0.249917
FLAT;Amazon AWS;0.253557
FLAT;Google Cloud;0.246245
FLAT;Rackspace;0.2508
FLAT;Microsoft Azure;0.250099
FLAT;Amazon AWS;0.249683
FLAT;Google Cloud;0.249417
FLAT;Rackspace;0.249703
FLAT;Microsoft Azure;0.25029
FLAT;Amazon AWS;0.251321
FLAT;Google Cloud;0.248685
FLAT;Rackspace;0.250154
FLAT;Microsoft Azure;0.250036
FLAT;Amazon AWS;0.251364
FLAT;Google Cloud;0.248446
FLAT;Rackspace;0.250219
FLAT;Microsoft Azure;0.249798
FLAT;Amazon AWS;0.251571
FLAT;Google Cloud;0.248413
FLAT;Rackspace;0.248059
FLAT;Microsoft Azure;0.251498
FLAT;Amazon AWS;0.252285
FLAT;Google Cloud;0.248157
FLAT;Rackspace;0.250457
FLAT;Microsoft Azure;0.252272
FLAT;Amazon AWS;0.246637
FLAT;Google Cloud;0.250634
FLAT;Rackspace;0.250318
FLAT;Microsoft Azure;0.250745
FLAT;Amazon AWS;0.249098
FLAT;Google Cloud;0.249839
FLAT;Rackspace;0.25051
FLAT;Microsoft Azure;0.249538
FLAT;Amazon AWS;0.252869
FLAT;Google Cloud;0.247083
FLAT;Rackspace;0.249219
FLAT;Microsoft Azure;0.251413
FLAT;Amazon AWS;0.249329
FLAT;Google Cloud;0.25004
FLAT;Rackspace;0.249592
FLAT;Microsoft Azure;0.250463
FLAT;Amazon AWS;0.251551
FLAT;Google Cloud;0.248395
FLAT;Rackspace;0.24997
FLAT;Microsoft Azure;0.250092
FLAT;Amazon AWS;0.251454
FLAT;Google Cloud;0.248484
FLAT;Rackspace;0.249905
FLAT;Microsoft Azure;0.249804
FLAT;Amazon AWS;0.252541
FLAT;Google Cloud;0.24775
FLAT;Rackspace;0.250068
FLAT;Microsoft Azure;0.249646
FLAT;Amazon AWS;0.252536
FLAT;Google Cloud;0.247749
FLAT;Rackspace;0.246901
FLAT;Microsoft Azure;0.257179
FLAT;Amazon AWS;0.240185
FLAT;Google Cloud;0.255735
FLAT;Rackspace;0.250268
FLAT;Microsoft Azure;0.250165
FLAT;Amazon AWS;0.250495
FLAT;Google Cloud;0.249073
FLAT;Rackspace;0.248027
FLAT;Microsoft Azure;0.255034
FLAT;Amazon AWS;0.243833
FLAT;Google Cloud;0.253106
FLAT;Rackspace;0.249441
FLAT;Microsoft Azure;0.252404
FLAT;Amazon AWS;0.24706
FLAT;Google Cloud;0.251094
FLAT;Rackspace;0.250847
FLAT;Microsoft Azure;0.249107
FLAT;Amazon AWS;0.252291
FLAT;Google Cloud;0.247754
FLAT;Rackspace;0.250003
FLAT;Microsoft Azure;0.249996
FLAT;Amazon AWS;0.251954
FLAT;Google Cloud;0.248046
FLAT;Rackspace;0.250403
FLAT;Microsoft Azure;0.250566
FLAT;Amazon AWS;0.24955
FLAT;Google Cloud;0.249481
FLAT;Rackspace;0.250437
FLAT;Microsoft Azure;0.252264
FLAT;Amazon AWS;0.244914
FLAT;Google Cloud;0.252385
FLAT;Rackspace;0.246495
FLAT;Microsoft Azure;0.257385
FLAT;Amazon AWS;0.241653
FLAT;Google Cloud;0.254466
FLAT;Rackspace;0.248045
FLAT;Microsoft Azure;0.252207
FLAT;Amazon AWS;0.251116
FLAT;Google Cloud;0.248633
FLAT;Rackspace;0.250104
FLAT;Microsoft Azure;0.25076
FLAT;Amazon AWS;0.249565
FLAT;Google Cloud;0.249572
FLAT;Rackspace;0.247118
FLAT;Microsoft Azure;0.256514
FLAT;Amazon AWS;0.241553
FLAT;Google Cloud;0.254814
FLAT;Rackspace;0.249071
FLAT;Microsoft Azure;0.251487
FLAT;Amazon AWS;0.250111
FLAT;Google Cloud;0.249332
FLAT;Rackspace;0.248864
FLAT;Microsoft Azure;0.250105
FLAT;Amazon AWS;0.254016
FLAT;Google Cloud;0.247015
FLAT;Rackspace;0.250736
FLAT;Microsoft Azure;0.24931
FLAT;Amazon AWS;0.252184
FLAT;Google Cloud;0.24777
FLAT;Rackspace;0.250514
FLAT;Microsoft Azure;0.249013
FLAT;Amazon AWS;0.253509
FLAT;Google Cloud;0.246965
FLAT;Rackspace;0.249794
FLAT;Microsoft Azure;0.250141
FLAT;Amazon AWS;0.252058
FLAT;Google Cloud;0.248007
FLAT;Rackspace;0.248691
FLAT;Microsoft Azure;0.251899
FLAT;Amazon AWS;0.249525
FLAT;Google Cloud;0.249885
FLAT;Rackspace;0.249785
FLAT;Microsoft Azure;0.249658
FLAT;Amazon AWS;0.252927
FLAT;Google Cloud;0.247631
FLAT;Rackspace;0.250665
FLAT;Microsoft Azure;0.251451
FLAT;Amazon AWS;0.247397
FLAT;Google Cloud;0.250488
FLAT;Rackspace;0.248788
FLAT;Microsoft Azure;0.252606
FLAT;Amazon AWS;0.248086
FLAT;Google Cloud;0.250519
FLAT;Rackspace;0.24935
FLAT;Microsoft Azure;0.25172
FLAT;Amazon AWS;0.248794
FLAT;Google Cloud;0.250136
FLAT;Rackspace;0.249969
FLAT;Microsoft Azure;0.250779
FLAT;Amazon AWS;0.249952
FLAT;Google Cloud;0.2493
FLAT;Rackspace;0.249488
FLAT;Microsoft Azure;0.252931
FLAT;Amazon AWS;0.246711
FLAT;Google Cloud;0.250871
FLAT;Rackspace;0.250061
FLAT;Microsoft Azure;0.250408
FLAT;Amazon AWS;0.250709
FLAT;Google Cloud;0.248822
FLAT;Rackspace;0.25004
FLAT;Microsoft Azure;0.249738
FLAT;Amazon AWS;0.252579
FLAT;Google Cloud;0.247643
FLAT;Rackspace;0.249879
FLAT;Microsoft Azure;0.250286
FLAT;Amazon AWS;0.251643
FLAT;Google Cloud;0.248192
FLAT;Rackspace;0.251058
FLAT;Microsoft Azure;0.248038
FLAT;Amazon AWS;0.254696
FLAT;Google Cloud;0.246208
FLAT;Rackspace;0.250025
FLAT;Microsoft Azure;0.250504
FLAT;Amazon AWS;0.250759
FLAT;Google Cloud;0.248711
FLAT;Rackspace;0.248642
FLAT;Microsoft Azure;0.250222
FLAT;Amazon AWS;0.254074
FLAT;Google Cloud;0.247062
FLAT;Rackspace;0.246295
FLAT;Microsoft Azure;0.255364
FLAT;Amazon AWS;0.245327
FLAT;Google Cloud;0.253014
FLAT;Rackspace;0.243609
FLAT;Microsoft Azure;0.259697
FLAT;Amazon AWS;0.243648
FLAT;Google Cloud;0.253046
FLAT;Rackspace;0.249367
FLAT;Microsoft Azure;0.250476
FLAT;Amazon AWS;0.252338
FLAT;Google Cloud;0.247819
FLAT;Rackspace;0.250377
FLAT;Microsoft Azure;0.248751
FLAT;Amazon AWS;0.254387
FLAT;Google Cloud;0.246485
FLAT;Rackspace;0.250885
FLAT;Microsoft Azure;0.2495
FLAT;Amazon AWS;0.251702
FLAT;Google Cloud;0.247913
FLAT;Rackspace;0.243283
FLAT;Microsoft Azure;0.257758
FLAT;Amazon AWS;0.246175
FLAT;Google Cloud;0.252784
FLAT;Rackspace;0.249618
FLAT;Microsoft Azure;0.249989
FLAT;Amazon AWS;0.252325
FLAT;Google Cloud;0.248067
FLAT;Rackspace;0.249735
FLAT;Microsoft Azure;0.251153
FLAT;Amazon AWS;0.24925
FLAT;Google Cloud;0.249862
FLAT;Rackspace;0.25055
FLAT;Microsoft Azure;0.249082
FLAT;Amazon AWS;0.252792
FLAT;Google Cloud;0.247576
FLAT;Rackspace;0.249696
FLAT;Microsoft Azure;0.250256
FLAT;Amazon AWS;0.251959
FLAT;Google Cloud;0.24809
FLAT;Rackspace;0.248266
FLAT;Microsoft Azure;0.253102
FLAT;Amazon AWS;0.248271
FLAT;Google Cloud;0.25036
FLAT;Rackspace;0.249323
FLAT;Microsoft Azure;0.260756
FLAT;Amazon AWS;0.227173
FLAT;Google Cloud;0.262747
FLAT;Rackspace;0.249116
FLAT;Microsoft Azure;0.253754
FLAT;Amazon AWS;0.243394
FLAT;Google Cloud;0.253736
FLAT;Rackspace;0.247329
FLAT;Microsoft Azure;0.257789
FLAT;Amazon AWS;0.237885
FLAT;Google Cloud;0.256997
FLAT;Rackspace;0.248703
FLAT;Microsoft Azure;0.250222
FLAT;Amazon AWS;0.253975
FLAT;Google Cloud;0.2471
FLAT;Rackspace;0.249972
FLAT;Microsoft Azure;0.250323
FLAT;Amazon AWS;0.251118
FLAT;Google Cloud;0.248587
FLAT;Rackspace;0.249139
FLAT;Microsoft Azure;0.251514
FLAT;Amazon AWS;0.249905
FLAT;Google Cloud;0.249441
FLAT;Rackspace;0.248748
FLAT;Microsoft Azure;0.252748
FLAT;Amazon AWS;0.247462
FLAT;Google Cloud;0.251042
FLAT;Rackspace;0.249936
FLAT;Microsoft Azure;0.249668
FLAT;Amazon AWS;0.253003
FLAT;Google Cloud;0.247392
FLAT;Rackspace;0.244779
FLAT;Microsoft Azure;0.256236
FLAT;Amazon AWS;0.247732
FLAT;Google Cloud;0.251254
FLAT;Rackspace;0.244645
FLAT;Microsoft Azure;0.259076
FLAT;Amazon AWS;0.240239
FLAT;Google Cloud;0.25604
FLAT;Rackspace;0.250507
FLAT;Microsoft Azure;0.2487
FLAT;Amazon AWS;0.254433
FLAT;Google Cloud;0.24636
FLAT;Rackspace;0.25024
FLAT;Microsoft Azure;0.250102
FLAT;Amazon AWS;0.250906
FLAT;Google Cloud;0.248752
FLAT;Rackspace;0.250104
FLAT;Microsoft Azure;0.249808
FLAT;Amazon AWS;0.251845
FLAT;Google Cloud;0.248243
FLAT;Rackspace;0.24657
FLAT;Microsoft Azure;0.258857
FLAT;Amazon AWS;0.237629
FLAT;Google Cloud;0.256945
FLAT;Rackspace;0.250803
FLAT;Microsoft Azure;0.248601
FLAT;Amazon AWS;0.253572
FLAT;Google Cloud;0.247024
FLAT;Rackspace;0.248956
FLAT;Microsoft Azure;0.252393
FLAT;Amazon AWS;0.247511
FLAT;Google Cloud;0.25114
FLAT;Rackspace;0.250818
FLAT;Microsoft Azure;0.248507
FLAT;Amazon AWS;0.253768
FLAT;Google Cloud;0.246907
FLAT;Rackspace;0.249623
FLAT;Microsoft Azure;0.249418
FLAT;Amazon AWS;0.254063
FLAT;Google Cloud;0.246895
FLAT;Rackspace;0.250962
FLAT;Microsoft Azure;0.248208
FLAT;Amazon AWS;0.254202
FLAT;Google Cloud;0.246627
FLAT;Rackspace;0.250121
FLAT;Microsoft Azure;0.250414
FLAT;Amazon AWS;0.25005
FLAT;Google Cloud;0.249414
FLAT;Rackspace;0.249585
FLAT;Microsoft Azure;0.255537
FLAT;Amazon AWS;0.237738
FLAT;Google Cloud;0.25714
FLAT;Rackspace;0.250727
FLAT;Microsoft Azure;0.248718
FLAT;Amazon AWS;0.253807
FLAT;Google Cloud;0.246748
FLAT;Rackspace;0.249181
FLAT;Microsoft Azure;0.250792
FLAT;Amazon AWS;0.251193
FLAT;Google Cloud;0.248835
FLAT;Rackspace;0.250485
FLAT;Microsoft Azure;0.252531
FLAT;Amazon AWS;0.245289
FLAT;Google Cloud;0.251696
FLAT;Rackspace;0.247441
FLAT;Microsoft Azure;0.252911
FLAT;Amazon AWS;0.249894
FLAT;Google Cloud;0.249754
FLAT;Rackspace;0.250422
FLAT;Microsoft Azure;0.248935
FLAT;Amazon AWS;0.253906
FLAT;Google Cloud;0.246738
FLAT;Rackspace;0.250143
FLAT;Microsoft Azure;0.250295
FLAT;Amazon AWS;0.25069
FLAT;Google Cloud;0.248872
FLAT;Rackspace;0.246631
FLAT;Microsoft Azure;0.254648
FLAT;Amazon AWS;0.247814
FLAT;Google Cloud;0.250907
FLAT;Rackspace;0.249342
FLAT;Microsoft Azure;0.257068
FLAT;Amazon AWS;0.234192
FLAT;Google Cloud;0.259397
FLAT;Rackspace;0.250662
FLAT;Microsoft Azure;0.248455
FLAT;Amazon AWS;0.254677
FLAT;Google Cloud;0.246206
FLAT;Rackspace;0.249992
FLAT;Microsoft Azure;0.249229
FLAT;Amazon AWS;0.253581
FLAT;Google Cloud;0.247198
FLAT;Rackspace;0.249334
FLAT;Microsoft Azure;0.249717
FLAT;Amazon AWS;0.253904
FLAT;Google Cloud;0.247045
FLAT;Rackspace;0.249255
FLAT;Microsoft Azure;0.250966
FLAT;Amazon AWS;0.250832
FLAT;Google Cloud;0.248947
FLAT;Rackspace;0.248102
FLAT;Microsoft Azure;0.258614
FLAT;Amazon AWS;0.235552
FLAT;Google Cloud;0.257732
FLAT;Rackspace;0.249473
FLAT;Microsoft Azure;0.250753
FLAT;Amazon AWS;0.251319
FLAT;Google Cloud;0.248454
FLAT;Rackspace;0.250744
FLAT;Microsoft Azure;0.249021
FLAT;Amazon AWS;0.252759
FLAT;Google Cloud;0.247476
FLAT;Rackspace;0.250255
FLAT;Microsoft Azure;0.249938
FLAT;Amazon AWS;0.251206
FLAT;Google Cloud;0.248602
FLAT;Rackspace;0.250243
FLAT;Microsoft Azure;0.250123
FLAT;Amazon AWS;0.250622
FLAT;Google Cloud;0.249012
FLAT;Rackspace;0.250752
FLAT;Microsoft Azure;0.251023
FLAT;Amazon AWS;0.248502
FLAT;Google Cloud;0.249722
FLAT;Rackspace;0.248127
FLAT;Microsoft Azure;0.253313
FLAT;Amazon AWS;0.248326
FLAT;Google Cloud;0.250234
FLAT;Rackspace;0.249448
FLAT;Microsoft Azure;0.250269
FLAT;Amazon AWS;0.251964
FLAT;Google Cloud;0.248319
FLAT;Rackspace;0.250708
FLAT;Microsoft Azure;0.249484
FLAT;Amazon AWS;0.25137
FLAT;Google Cloud;0.248439
FLAT;Rackspace;0.250222
FLAT;Microsoft Azure;0.249165
FLAT;Amazon AWS;0.253694
FLAT;Google Cloud;0.246919
FLAT;Rackspace;0.250983
FLAT;Microsoft Azure;0.248346
FLAT;Amazon AWS;0.254941
FLAT;Google Cloud;0.24573
FLAT;Rackspace;0.24872
FLAT;Microsoft Azure;0.254325
FLAT;Amazon AWS;0.24404
FLAT;Google Cloud;0.252915
FLAT;Rackspace;0.24985
FLAT;Microsoft Azure;0.249834
FLAT;Amazon AWS;0.252156
FLAT;Google Cloud;0.24816
FLAT;Rackspace;0.249646
FLAT;Microsoft Azure;0.249695
FLAT;Amazon AWS;0.253422
FLAT;Google Cloud;0.247236
FLAT;Rackspace;0.249098
FLAT;Microsoft Azure;0.254587
FLAT;Amazon AWS;0.241367
FLAT;Google Cloud;0.254948
FLAT;Rackspace;0.250486
FLAT;Microsoft Azure;0.249543
FLAT;Amazon AWS;0.251789
FLAT;Google Cloud;0.248182
FLAT;Rackspace;0.247243
FLAT;Microsoft Azure;0.253855
FLAT;Amazon AWS;0.247904
FLAT;Google Cloud;0.250998
FLAT;Rackspace;0.249989
FLAT;Microsoft Azure;0.250106
FLAT;Amazon AWS;0.25123
FLAT;Google Cloud;0.248674
FLAT;Rackspace;0.250499
FLAT;Microsoft Azure;0.248784
FLAT;Amazon AWS;0.25356
FLAT;Google Cloud;0.247156
FLAT;Rackspace;0.249879
FLAT;Microsoft Azure;0.249362
FLAT;Amazon AWS;0.254411
FLAT;Google Cloud;0.246349
FLAT;Rackspace;0.249845
FLAT;Microsoft Azure;0.249179
FLAT;Amazon AWS;0.253997
FLAT;Google Cloud;0.246978
FLAT;Rackspace;0.246427
FLAT;Microsoft Azure;0.257772
FLAT;Amazon AWS;0.240147
FLAT;Google Cloud;0.255654
FLAT;Rackspace;0.250115
FLAT;Microsoft Azure;0.24986
FLAT;Amazon AWS;0.251572
FLAT;Google Cloud;0.248452
FLAT;Rackspace;0.248527
FLAT;Microsoft Azure;0.253968
FLAT;Amazon AWS;0.245428
FLAT;Google Cloud;0.252077
FLAT;Rackspace;0.250489
FLAT;Microsoft Azure;0.249753
FLAT;Amazon AWS;0.25147
FLAT;Google Cloud;0.248288
FLAT;Rackspace;0.250689
FLAT;Microsoft Azure;0.249459
FLAT;Amazon AWS;0.251517
FLAT;Google Cloud;0.248335
FLAT;Rackspace;0.250569
FLAT;Microsoft Azure;0.249112
FLAT;Amazon AWS;0.25277
FLAT;Google Cloud;0.247549
FLAT;Rackspace;0.250177
FLAT;Microsoft Azure;0.249318
FLAT;Amazon AWS;0.252814
FLAT;Google Cloud;0.247691
FLAT;Rackspace;0.249339
FLAT;Microsoft Azure;0.250162
FLAT;Amazon AWS;0.25288
FLAT;Google Cloud;0.247619
FLAT;Rackspace;0.246247
FLAT;Microsoft Azure;0.258452
FLAT;Amazon AWS;0.237415
FLAT;Google Cloud;0.257887
FLAT;Rackspace;0.250227
FLAT;Microsoft Azure;0.24944
FLAT;Amazon AWS;0.25259
FLAT;Google Cloud;0.247743
FLAT;Rackspace;0.249927
FLAT;Microsoft Azure;0.249436
FLAT;Amazon AWS;0.253187
FLAT;Google Cloud;0.24745
FLAT;Rackspace;0.249785
FLAT;Microsoft Azure;0.251127
FLAT;Amazon AWS;0.250061
FLAT;Google Cloud;0.249027
FLAT;Rackspace;0.247204
FLAT;Microsoft Azure;0.25522
FLAT;Amazon AWS;0.244488
FLAT;Google Cloud;0.253088
FLAT;Rackspace;0.249825
FLAT;Microsoft Azure;0.25078
FLAT;Amazon AWS;0.249755
FLAT;Google Cloud;0.249641
FLAT;Rackspace;0.250376
FLAT;Microsoft Azure;0.249581
FLAT;Amazon AWS;0.252138
FLAT;Google Cloud;0.247905
FLAT;Rackspace;0.249886
FLAT;Microsoft Azure;0.248937
FLAT;Amazon AWS;0.254949
FLAT;Google Cloud;0.246229
FLAT;Rackspace;0.24932
FLAT;Microsoft Azure;0.251588
FLAT;Amazon AWS;0.248911
FLAT;Google Cloud;0.250181
FLAT;Rackspace;0.250311
FLAT;Microsoft Azure;0.248939
FLAT;Amazon AWS;0.253952
FLAT;Google Cloud;0.246798
FLAT;Rackspace;0.249813
FLAT;Microsoft Azure;0.250352
FLAT;Amazon AWS;0.251283
FLAT;Google Cloud;0.248551
FLAT;Rackspace;0.248208
FLAT;Microsoft Azure;0.253449
FLAT;Amazon AWS;0.247183
FLAT;Google Cloud;0.251161
FLAT;Rackspace;0.249943
FLAT;Microsoft Azure;0.249083
FLAT;Amazon AWS;0.254213
FLAT;Google Cloud;0.246761
FLAT;Rackspace;0.251004
FLAT;Microsoft Azure;0.248378
FLAT;Amazon AWS;0.253805
FLAT;Google Cloud;0.246813
FLAT;Rackspace;0.250378
FLAT;Microsoft Azure;0.249724
FLAT;Amazon AWS;0.252437
FLAT;Google Cloud;0.247461
FLAT;Rackspace;0.250216
FLAT;Microsoft Azure;0.249748
FLAT;Amazon AWS;0.25247
FLAT;Google Cloud;0.247566
FLAT;Rackspace;0.250622
FLAT;Microsoft Azure;0.249076
FLAT;Amazon AWS;0.252774
FLAT;Google Cloud;0.247528
FLAT;Rackspace;0.245076
FLAT;Microsoft Azure;0.259075
FLAT;Amazon AWS;0.241268
FLAT;Google Cloud;0.254581
FLAT;Rackspace;0.251041
FLAT;Microsoft Azure;0.248159
FLAT;Amazon AWS;0.254058
FLAT;Google Cloud;0.246741
FLAT;Rackspace;0.251173
FLAT;Microsoft Azure;0.24772
FLAT;Amazon AWS;0.255335
FLAT;Google Cloud;0.245772
FLAT;Rackspace;0.250508
FLAT;Microsoft Azure;0.24899
FLAT;Amazon AWS;0.25301
FLAT;Google Cloud;0.247492
FLAT;Rackspace;0.250065
FLAT;Microsoft Azure;0.249976
FLAT;Amazon AWS;0.251484
FLAT;Google Cloud;0.248475
FLAT;Rackspace;0.250702
FLAT;Microsoft Azure;0.249806
FLAT;Amazon AWS;0.250907
FLAT;Google Cloud;0.248585
FLAT;Rackspace;0.250597
FLAT;Microsoft Azure;0.249031
FLAT;Amazon AWS;0.253981
FLAT;Google Cloud;0.246391
FLAT;Rackspace;0.24947
FLAT;Microsoft Azure;0.249515
FLAT;Amazon AWS;0.25434
FLAT;Google Cloud;0.246676
FLAT;Rackspace;0.249296
FLAT;Microsoft Azure;0.251718
FLAT;Amazon AWS;0.248527
FLAT;Google Cloud;0.25046
FLAT;Rackspace;0.250786
FLAT;Microsoft Azure;0.249156
FLAT;Amazon AWS;0.252665
FLAT;Google Cloud;0.247394
FLAT;Rackspace;0.250792
FLAT;Microsoft Azure;0.249084
FLAT;Amazon AWS;0.252228
FLAT;Google Cloud;0.247897
FLAT;Rackspace;0.249524
FLAT;Microsoft Azure;0.254335
FLAT;Amazon AWS;0.242458
FLAT;Google Cloud;0.253683
FLAT;Rackspace;0.249605
FLAT;Microsoft Azure;0.250865
FLAT;Amazon AWS;0.250214
FLAT;Google Cloud;0.249316
FLAT;Rackspace;0.249582
FLAT;Microsoft Azure;0.251172
FLAT;Amazon AWS;0.251342
FLAT;Google Cloud;0.247904
FLAT;Rackspace;0.250121
FLAT;Microsoft Azure;0.249689
FLAT;Amazon AWS;0.252443
FLAT;Google Cloud;0.247747
FLAT;Rackspace;0.250928
FLAT;Microsoft Azure;0.249127
FLAT;Amazon AWS;0.252143
FLAT;Google Cloud;0.247801
FLAT;Rackspace;0.250838
FLAT;Microsoft Azure;0.248639
FLAT;Amazon AWS;0.253834
FLAT;Google Cloud;0.246689
FLAT;Rackspace;0.250778
FLAT;Microsoft Azure;0.249398
FLAT;Amazon AWS;0.251367
FLAT;Google Cloud;0.248456
FLAT;Rackspace;0.250454
FLAT;Microsoft Azure;0.248555
FLAT;Amazon AWS;0.254695
FLAT;Google Cloud;0.246296
FLAT;Rackspace;0.247131
FLAT;Microsoft Azure;0.253552
FLAT;Amazon AWS;0.248524
FLAT;Google Cloud;0.250793
FLAT;Rackspace;0.248589
FLAT;Microsoft Azure;0.252114
FLAT;Amazon AWS;0.249514
FLAT;Google Cloud;0.249783
FLAT;Rackspace;0.249087
FLAT;Microsoft Azure;0.250554
FLAT;Amazon AWS;0.252766
FLAT;Google Cloud;0.247593
FLAT;Rackspace;0.249929
FLAT;Microsoft Azure;0.250017
FLAT;Amazon AWS;0.251616
FLAT;Google Cloud;0.248439
FLAT;Rackspace;0.250382
FLAT;Microsoft Azure;0.248838
FLAT;Amazon AWS;0.254486
FLAT;Google Cloud;0.246294
FLAT;Rackspace;0.250687
FLAT;Microsoft Azure;0.250143
FLAT;Amazon AWS;0.249921
FLAT;Google Cloud;0.249249
FLAT;Rackspace;0.250068
FLAT;Microsoft Azure;0.250273
FLAT;Amazon AWS;0.251371
FLAT;Google Cloud;0.248288
FLAT;Rackspace;0.250381
FLAT;Microsoft Azure;0.249126
FLAT;Amazon AWS;0.25307
FLAT;Google Cloud;0.247422
FLAT;Rackspace;0.25006
FLAT;Microsoft Azure;0.249567
FLAT;Amazon AWS;0.252893
FLAT;Google Cloud;0.24748
FLAT;Rackspace;0.249847
FLAT;Microsoft Azure;0.251581
FLAT;Amazon AWS;0.248277
FLAT;Google Cloud;0.250295
FLAT;Rackspace;0.248398
FLAT;Microsoft Azure;0.252397
FLAT;Amazon AWS;0.249173
FLAT;Google Cloud;0.250032
FLAT;Rackspace;0.250774
FLAT;Microsoft Azure;0.249222
FLAT;Amazon AWS;0.25235
FLAT;Google Cloud;0.247654
FLAT;Rackspace;0.248577
FLAT;Microsoft Azure;0.252438
FLAT;Amazon AWS;0.24827
FLAT;Google Cloud;0.250715
FLAT;Rackspace;0.247161
FLAT;Microsoft Azure;0.253375
FLAT;Amazon AWS;0.249619
FLAT;Google Cloud;0.249845
FLAT;Rackspace;0.248987
FLAT;Microsoft Azure;0.254497
FLAT;Amazon AWS;0.243255
FLAT;Google Cloud;0.253261
FLAT;Rackspace;0.248612
FLAT;Microsoft Azure;0.254026
FLAT;Amazon AWS;0.24453
FLAT;Google Cloud;0.252832
FLAT;Rackspace;0.25056
FLAT;Microsoft Azure;0.250553
FLAT;Amazon AWS;0.24935
FLAT;Google Cloud;0.249537
FLAT;Rackspace;0.248888
FLAT;Microsoft Azure;0.254655
FLAT;Amazon AWS;0.243158
FLAT;Google Cloud;0.253299
FLAT;Rackspace;0.250705
FLAT;Microsoft Azure;0.24951
FLAT;Amazon AWS;0.251229
FLAT;Google Cloud;0.248556
FLAT;Rackspace;0.249544
FLAT;Microsoft Azure;0.250263
FLAT;Amazon AWS;0.252737
FLAT;Google Cloud;0.247456
FLAT;Rackspace;0.250283
FLAT;Microsoft Azure;0.248995
FLAT;Amazon AWS;0.254016
FLAT;Google Cloud;0.246706
FLAT;Rackspace;0.25054
FLAT;Microsoft Azure;0.249024
FLAT;Amazon AWS;0.253075
FLAT;Google Cloud;0.247362
FLAT;Rackspace;0.250414
FLAT;Microsoft Azure;0.250445
FLAT;Amazon AWS;0.249861
FLAT;Google Cloud;0.24928
FLAT;Rackspace;0.250828
FLAT;Microsoft Azure;0.24845
FLAT;Amazon AWS;0.253811
FLAT;Google Cloud;0.246911
FLAT;Rackspace;0.249419
FLAT;Microsoft Azure;0.249839
FLAT;Amazon AWS;0.253688
FLAT;Google Cloud;0.247054
FLAT;Rackspace;0.249972
FLAT;Microsoft Azure;0.249623
FLAT;Amazon AWS;0.252445
FLAT;Google Cloud;0.247959
FLAT;Rackspace;0.249517
FLAT;Microsoft Azure;0.250349
FLAT;Amazon AWS;0.251752
FLAT;Google Cloud;0.248383
FLAT;Rackspace;0.250232
FLAT;Microsoft Azure;0.248881
FLAT;Amazon AWS;0.254059
FLAT;Google Cloud;0.246828
FLAT;Rackspace;0.248217
FLAT;Microsoft Azure;0.257953
FLAT;Amazon AWS;0.234924
FLAT;Google Cloud;0.258905
FLAT;Rackspace;0.249692
FLAT;Microsoft Azure;0.250683
FLAT;Amazon AWS;0.250756
FLAT;Google Cloud;0.248869
FLAT;Rackspace;0.2501
FLAT;Microsoft Azure;0.249229
FLAT;Amazon AWS;0.253386
FLAT;Google Cloud;0.247285
FLAT;Rackspace;0.249964
FLAT;Microsoft Azure;0.249993
FLAT;Amazon AWS;0.251945
FLAT;Google Cloud;0.248098
FLAT;Rackspace;0.250628
FLAT;Microsoft Azure;0.249484
FLAT;Amazon AWS;0.251645
FLAT;Google Cloud;0.248242
FLAT;Rackspace;0.246469
FLAT;Microsoft Azure;0.254428
FLAT;Amazon AWS;0.247618
FLAT;Google Cloud;0.251485
FLAT;Rackspace;0.249039
